company_name,year,Net Revenue,Cost of Goods,SG&A,Operating Profit,Net Profit,Inventory,Current Assets,Total Assets,Current Liabilities,Total Shareholder Equity,Total Liabilities and Shareholder Equity
burlington,2020,7261.24,4228.74,2228.18,580.52,465.12,777.25,1417.37,5593.86,1461.9,528.15,5593.86
burlington,2019,6643.05,3868.12,2018.74,507.58,414.75,954.18,1271.9,3079.17,1247.74,322.71,3079.17
macys,2024,23092.0,14143.0,8375.0,382.0,105.0,4361.0,6089.0,16246.0,4430.0,4137.0,16246.0
macys,2023,24442.0,15306.0,8317.0,1730.0,1177.0,4267.0,5853.0,16866.0,4861.0,4082.0,16866.0
macys,2022,24460.0,14956.0,8047.0,2350.0,1430.0,4383.0,6758.0,17590.0,5416.0,3621.0,17590.0
macys,2021,17346.0,12286.0,6767.0,-4475.0,-3944.0,3774.0,6184.0,17706.0,5357.0,2553.0,17706.0
macys,2020,24560.0,15171.0,8998.0,970.0,564.0,5188.0,6810.0,21172.0,5750.0,6377.0,21172.0
macys,2019,24971.0,15215.0,9039.0,1738.0,1098.0,5263.0,7445.0,19194.0,5232.0,6436.0,19194.0
nordstrom,2024,14693.0,9303.0,4855.0,251.0,134.0,1888.0,3136.0,8444.0,3072.0,848.0,8444.0
nordstrom,2023,15530.0,10019.0,5046.0,465.0,245.0,1941.0,3209.0,8745.0,2990.0,739.0,8745.0
nordstrom,2022,14789.0,9344.0,4953.0,492.0,178.0,2289.0,3172.0,8869.0,3314.0,581.0,8869.0
nordstrom,2021,10715.0,7600.0,4162.0,-1047.0,-690.0,1863.0,3642.0,9538.0,4120.0,305.0,9538.0
nordstrom,2020,15524.0,9932.0,4808.0,784.0,496.0,1920.0,3230.0,9737.0,3520.0,979.0,9737.0
nordstrom,2019,15860.0,10155.0,4868.0,837.0,564.0,1978.0,3374.0,7886.0,3381.0,873.0,7886.0
dillards,2024,6752.05,4031.11,1717.41,916.62,738.85,1094.0,2208.21,3448.91,827.76,1697.07,3448.91
dillards,2023,6996.22,3983.6,1674.32,1109.47,891.64,1120.21,2071.85,3329.15,858.96,1598.64,3329.15
dillards,2022,6624.27,3747.66,1536.55,1088.36,862.47,1080.18,1914.65,3245.56,966.19,1451.22,3245.56
dillards,2021,4433.19,3069.06,1211.48,-153.4,-71.65,1087.76,1661.94,3092.51,772.88,1441.01,3092.51
dillards,2020,6343.21,4235.98,1691.02,133.89,111.08,1465.01,1848.08,3430.26,930.82,1623.26,3430.26
kohls,2024,17476.0,10498.0,5512.0,717.0,317.0,2880.0,3410.0,14009.0,2612.0,3893.0,14009.0
kohls,2023,18098.0,11457.0,5587.0,246.0,-19.0,3189.0,3736.0,14345.0,3115.0,3763.0,14345.0
kohls,2022,19433.0,11437.0,5478.0,1680.0,938.0,3067.0,5023.0,15054.0,3286.0,4661.0,15054.0
